date,value,classification,total_pnl,avg_pnl_per_trade,trade_count
2025-04-09,18,Extreme Fear,43120.444797,10.86978694151752,3967
2025-04-10,39,Fear,158261.822261,74.40612236060178,2127
2025-04-11,25,Fear,126406.479081,115.33437872354014,1096
2025-04-12,43,Fear,410419.694533,194.60393292223802,2109
2025-04-13,45,Neutral,48696.021521,36.86299888039364,1321
2025-04-14,31,Fear,45680.443063,51.32634052022472,890
2025-04-15,38,Fear,72357.706282,63.976751796640144,1131
2025-04-16,29,Fear,58631.730257,36.46251881654229,1608
2025-04-17,30,Fear,5427.919886,5.264713759456837,1031
2025-04-18,33,Fear,4880.4047439999995,2.576771248152059,1894
2025-04-19,32,Fear,71950.577495,25.82576363783202,2786
2025-04-20,37,Fear,25060.341936,12.643966668012109,1982
2025-04-21,39,Fear,34369.267906999994,20.005394590803256,1718
2025-04-22,47,Neutral,58652.763578,19.563963835223483,2998
2025-04-23,72,Greed,-419020.225731,-68.03380836678032,6159
2025-04-24,63,Greed,50704.395965,22.717023281810036,2232
2025-04-25,60,Greed,20218.859206,12.231614764670297,1653
2025-04-26,65,Greed,-4125.753942,-3.6478814694960215,1131
2025-04-27,61,Greed,2702.067468,8.018004356083086,337
2025-04-28,54,Neutral,36906.813759,26.763461754169686,1379
2025-04-29,60,Greed,125749.613427,56.06313572313866,2243
2025-04-30,56,Greed,14003.797269,12.582028094339623,1113
2025-05-01,53,Neutral,54536.829297000004,44.338885607317074,1230
